id_oglasa,naslov,tip_nepremicnine,stevilo_sob_opis,stevilo_sob,cena,valuta,m2,leto_gradnje,nadstropje,opis_kratek,opis_poln,regija,upravna_enota,obcina,naselje,url_oglasa
7284026,"TUSKANAC, ILICA",Stanovanje,1-sobno,1.0,700.0,EUR,31.0,,,"31 m2, 1-sobno, oddamo. Cena: 700,00 EUR/mes","Ilica, svetlo in moderno opremljeno 31 m² garsonjera v samem srcu Zagreba.Funkcionalna razporeditev vključuje bivalni prostor s kuhinjo in jedilno mizo, spalni del ter kopalnico s tušem v nivoju tal. Novo prenovljeno in pripravljeno za vselitev.Idealno za tiste, ki si želijo maksimalno udobje in kakovost urbanega življenja v centru mesta.Za več informacij nas kontaktirajte.... Več na eurovilla.hr, ID: 375571",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-ilica-stanovanje_7284026/
7372160,"TUSKANAC, ILICA",Stanovanje,1-sobno,1.0,700.0,EUR,32.0,,,"32 m2, 1-sobno, oddamo. Cena: 700,00 EUR/mes","Ilica, svetel in moderno opremljen 32 m² studio v samem srcu Zagreba.Funkcionalna razporeditev vključuje dnevni prostor s kuhinjo in jedilno mizo, spalni del ter kopalnico s tušem brez kabine. Novo prenovljeno in pripravljeno za vselitev.Idealno za tiste, ki si želijo maksimalno udobje in kakovost urbanega življenja v centru mesta.Za več informacij nas kontaktirajte.... Več na eurovilla.hr, ID: 580402",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-ilica-stanovanje_7372160/
7360148,"TUSKANAC, ILICA",Stanovanje,1-sobno,1.0,700.0,EUR,33.0,,,"33 m2, 1-sobno, oddamo. Cena: 700,00 EUR/mes","Zagreb, Donji grad, prenovljeno dvosobno stanovanje 33 m² v 3. nadstropju stanovanjske stavbe. Sestoji iz dnevne sobe, kuhinje, spalnice in kopalnice. Enostranska orientacija, južna lega z veliko dnevne svetlobe.Oddaja se delno opremljeno. Parkiranje je možno na javnem parkirišču v bližini.Nahaja se na odlični lokaciji v centru mesta, v neposredni bližini javnega prevoza in javnih storitev.Ostale informacije na povpraševanje.... Več na eurovilla.hr, ID: 547256",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-ilica-stanovanje_7360148/
7283801,"TUSKANAC, ILICA",Stanovanje,1-sobno,1.0,1200.0,EUR,42.0,,,"42 m2, 1-sobno, oddamo. Cena: 1.200,00 EUR/mes","Ilica, svetlo in moderno opremljeno enosobno stanovanje velikosti 42 m² v samem srcu Zagreba.Funkcionalna razporeditev vključuje dnevni prostor s kuhinjo in jedilno mizo, ločeno spalnico, kopalnico s tušem brez kabine. Novo prenovljeno in pripravljeno za vselitev.Idealno za tiste, ki si želijo maksimalno udobje in kakovost urbanega življenja v centru mesta.Za več informacij nas kontaktirajte.... Več na eurovilla.hr, ID: 164944",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-ilica-stanovanje_7283801/
7372194,"TUSKANAC, ILICA",Stanovanje,1-sobno,1.0,1100.0,EUR,60.0,,,"60 m2, 1-sobno, oddamo. Cena: 1.100,00 EUR/mes","Zagreb, Center, Ilica, popolnoma prenovljeno in moderno opremljeno enosobno stanovanje z vrtom in teraso, površine 60 m2 v 1. nadstropju dvoriščne stavbe. Sestoji iz vstopnega prostora, dnevne sobe z jedilnico in izhodom na teraso ter skupni vrt, opremljene kuhinje (Bosch aparati, indukcijska plošča, pečica, pomivalni stroj), spalnice s pogledom na zelenje, kopalnice s tušem in talnim gretjem ter pralnice (Miele sušilni stroj/pralni stroj). Novo leseno stavbno pohištvo, talno plinsko ogrevanje, klimatska naprava, orientacija sever-jug. Izjemno prijetno in svetlo stanovanje v samem centru mesta, v mirni dvoriščni stavbi, blizu vseh trgovin, šol, tramvajev in vse potrebne infrastrukture. Oddaja se za daljše obdobje, najmanj 2 leti, hišni ljubljenčki in kadilci niso dovoljeni. Za vsa dodatna vprašanja nas kontaktirajte.... Več na eurovilla.hr, ID: 576388",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-ilica-stanovanje_7372194/
7290511,"TUSKANAC, JABUKOVAC, ZAGREB",Stanovanje,3-sobno,3.0,4500.0,EUR,140.0,2024,,"140 m2, 3-sobno, ""penthouse"", novogradnja - zgr. l. 2024, oddamo. Cena: 4.500,00 EUR/mes","NOVOGRADNJA: LUKSUZNO 4-SOBNO STANOVANJE Z DVIGALOM NA TUŠKANCU Oddamo luksuzno novo 4-sobno stanovanje v mirni in tihi ulici na Tuškancu. Nahaja se v 2. in zadnjem nadstropju moderne stavbe s samo 3 stanovanji. Sestoji iz: predprostora, 3 spalnice, 2 kopalnice, kuhinje, jedilnice, dnevne sobe in velike terase. Stanovanju pripada 1 garaža in 1 zunanje parkirno mesto. Vrhunska oprema, 310 m visoki stropi, video kamere po objektu, alarm, skupna savna, telovadnica in vrt v pritličju objekta. Več podrobnosti na zahtevo.",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-jabukovac-zagreb-stanovanje_7290511/
7375874,"TUSKANAC, KRALJEVEC",Stanovanje,2-sobno,2.0,1700.0,EUR,121.0,,,"121 m2, 2-sobno, oddamo. Cena: 1.700,00 EUR/mes","Zelengaj, Kraljevec – čudovito, luksuzno opremljeno in pohištveno dvosobno stanovanje (89,52 m²) v drugem nadstropju urbane vile, ki obsega le šest enot. Sestoji iz predsobe z vgradnimi omarami, odprte dnevne sobe z jedilnico in popolnoma opremljeno kuhinjo, terase z markizo, obrnjene proti bujnemu, zelenemu dvorišču, spalnice z garderobno omaro, kopalnice s tušem, druge sobe z dostopom do balkona in stranišča za goste.Vključuje garažo za dva avtomobila.Privlačna lokacija na mirni ulici v bližini Britanskega trga, javnega prevoza, trgovin, vrtcev, šol in vseh dobrin, potrebnih za udobno življenje.Dodatne informacije so na voljo na zahtevo.... Več na eurovilla.hr, ID: 153777",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-kraljevec-stanovanje_7375874/
7284379,"TUSKANAC, KUKULJEVIĆEVA",Stanovanje,1-sobno,1.0,1200.0,EUR,49.0,,,"49 m2, 1-sobno, oddamo. Cena: 1.200,00 EUR/mes","Zagreb, Britanski trg (Kukuljeviceva), luksuzna novogradnja M Residence (2024). Luksuzno opremljeno dvosobno stanovanje 39,84m2 za najem, ki obsega dnevno sobo s kuhinjo, spalnico in kopalnico. Nahaja se v 2. nadstropju, orientirano na zahod in sever. Pripada mu parkirno mesto v garaži 18m2 (9). Skupno izračunano 49m2. Vseljivo od 1.1.2026.Vrhunska lokacija, vrhunski luksuz in vrhunska varnost!Najti najboljše mesto zase ne pomeni le najti idealno kvadraturo. Medtem ko si bivalni prostor uredimo po svojih zamislih, nas mestne četrti oblikujejo, naše navade in vsakdanje življenje.Predstavljajte si življenje v naravi, stran od mestnega vrveža, a vendar v središču mesta in le 5 minut hoje do Malega trga (Britanski trg), prvih kavarn, trgovin in tramvajev. Mali plac, kot ga meščani imenujejo od daleč, je eden najstarejših in najbolj priljubljenih mestnih trgov, zbirališče s svežim cvetjem in starinami, kjer živi popolnoma ohranjeno vzdušje starega Zagreba. Le nekaj korakov od vašega luksuznega apartmaja sta gozdna parka Zelengaj in Tuškanac, ki ponujata kilometre poti za sprehajanje ali kolesarjenje. Če želite popiti kavo v središču mesta, boste v samo 15 minutah lahke hoje prišli do glavnega mestnega trga – Trga bana Jelačića!Kukuljeviceva spada v ozek krog najlepših ulic v Zagrebu, obdana z zelenim pasom, in živeti v tej ulici pomeni živeti stran od mestnega hrupa, a vendar le nekaj minut hoje od njega.Živeti v visokem luksuzu in varnosti ter imeti naravo za najbližjega soseda je velik privilegij. Gozdni pas nad Britanskim trgom tako ponuja osvežujočo mikroklimo z letnimi temperaturami, ki so vedno nekaj stopinj nižje kot na segretem mestnem asfaltu. Svežina zraka in zelenje v kombinaciji z luksuzom blizu mestnega središča je popoln uspeh tudi za najbolj izbirčne.GARAŽEZa popolno bivalno udobje sta zasnovani dve etaži garaže, tako da ne boste izgubljali dragocenega časa z iskanjem parkirnega mesta v središču mesta. Predvideni so zaprti garažni prostori z zmogljivostjo za eno ali dve vozili. Na nivo -1 se z avtom vstopi z ulice, na nivo -2 pa vodi avto dvigalo. Za dodatno udobje sta predvideni 2 hitri avto dvigali.POSEBNOSTI STAVBEStavba ""M"" je luksuzna butična stavba z 22 apartmaji na prestižni lokaciji v središču mesta. Njen luksuz je opisan s 3 ""M"":Mogočno (Mighty) – stavba je protipotresno ojačana za 20% nad predpisanim visokim evropskim standardom (Eurocode 8) za naše potresno območje. To dela to stanovanjsko stavbo edinstveno na Hrvaškem.Moderno – uporaba vrhunskih materialov in tehničnih rešitev na zunanji oblogi zagotavlja impresivno raven energetske učinkovitosti. Sodoben dizajn stanovanj in skupnih prostorov, vrhunska oprema in materiali ter natančna izvedba delajo stavbo-M verjetno najluksuznejšo stavbo v našem mestu.Nepozabno (Memorable) – luksuz, ki si ga boste zapomnili! Od nenavadno visokih steklenih sten (2,5m - 2,8m), ki ne le odpirajo prostor, ampak ga tudi integrirajo z naravo, vse do skrbne izbire vrhunske opreme (npr. vaša lastna izbira med priznanim francoskim oblikovalcem Philippom Starckom in perfekcionističnim italijanskim mojstrom arhitektom Antoniom Citteriom)… sodobni luksuz je prepleten od notranjosti do zunanjosti.OPREMATalne obloge iz vrhunske italijanske keramike in najkakovostnejšega parketa, položenega v francoskem vezu ali ravno, so vam na voljo po izbiri (v zgodnejši fazi gradnje). Edinstveno vodno izkušnjo bo zagotovil Axor (luksuzna linija kolekcije Hansgrohe), kjer boste lahko izbirali med luksuznim dizajnom priznanega francoskega oblikovalca Philippa Starcka, znanega po edinstvenem dizajnu Venere, jahte Steva Jobsa, in perfekcionističnega italijanskega mojstra arhitekta Antonia Citteria.UDOBJEOb pogledu na tlorise stanovanj boste videli, da je bilo udobje bivanja prioriteta pri načrtovanju. Pretok stanovanj in ločitev glavne spalnice od dnevnih sob zagotavlja prijetno sobivanje vseh članov gospodinjstva, ne glede na razlike v starosti in navadah. Ameriški način integracije kuhinje z dnevno sobo dopolnjuje druženje v družinski skupnosti.Vsaka soba v stanovanju ima svoj termostat in se lahko ogreva ali hladi neodvisno od drugih sob, kar prispeva k udobju vseh članov gospodinjstva. Celotna površina stanovanja je ogrevana s talnim gretjem, klimatske naprave pa so nevidne in skrite v spuščenem stropu. Vse je daljinsko upravljano preko interneta preko mobilnega telefona ali tablice. Dostop do stavbe je zagotovljen za osebe z zmanjšano mobilnostjo. Prav tako bodo najemniki vstopili v stavbo z vozički ali kovčki brez ovir in dvigovanja.ENERGETSKA UČINKOVITOSTStavba je opremljena z vrhunskim aluminijastim stavbnim pohištvom Schuco z nizkoenergijskimi lastnostmi. Samočistilna fasada je izdelana iz najkakovostnejšega nemškega sistema STO in toplotne izolacije iz 20 cm debele mineralne volne.Steklene stene, v katerih je implementirana najsodobnejša tehnologija v proizvodnji stekla, povečujejo že tako impresivno raven energetske učinkovitosti.Sistemi ogrevanja in hlajenja s certifikat",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-kukuljeviceva-stanovanje_7284379/
7372338,"TUSKANAC, KUKULJEVIĆEVA",Stanovanje,2-sobno,2.0,1100.0,EUR,60.0,,,"60 m2, 2-sobno, oddamo. Cena: 1.100,00 EUR/mes","Zagreb, Britanski Trg – Popolnoma prenovljeno in opremljeno dvosobno stanovanje z garažo, 60 m²Čudovito prenovljeno in popolnoma opremljeno dvosobno stanovanje velikosti 60 m² je na voljo za najem v drugem nadstropju dobro vzdrževane stanovanjske stavbe, ki se nahaja le nekaj minut hoje od Britanskega Trga in centra Zagreba.Stanovanje je bilo leta 2025 popolnoma prenovljeno in premišljeno zasnovano, da zagotavlja maksimalno udobje, funkcionalnost in sodobno bivanje. Odlikuje ga obilica naravne svetlobe, sodobni interjerji, kakovostno pohištvo in redek odprt pogled na zelenje, ki ponuja mirno vzdušje v srcu mesta.Razporeditev obsega:Vhodni hodnik z vgradnimi omaramiOdprt koncept dnevne sobe, jedilnice in kuhinjePopolnoma opremljena moderna kuhinjaDve spalniciSodobna kopalnicaBalkon s pogledom na zelenjeStanovanje je popolnoma opremljeno z vsemi aparati, potrebnimi za udobno vsakodnevno življenje. Velika okna zagotavljajo odlično naravno svetlobo skozi ves dan, medtem ko skrbno zasnovana notranjost ustvarja toplo in vabljivo vzdušje.Dodatne značilnosti:Zasebna garaža za eno voziloCentralno plinsko ogrevanjeKlimatska napravaPopolnoma prenovljeno leta 2025Popolnoma opremljeno in pripravljeno za vselitevMirno stanovanjsko okolje v centru mestaČudovit pogled na zelenjeEna največjih prednosti nepremičnine je njena izjemna lokacija. Britanski Trg je med najbolj zaželenimi stanovanjskimi območji Zagreba, znan po svojem šarmu, živahnem vzdušju in odlični povezanosti. V neposredni bližini so številne kavarne, restavracije, trgovine, šole, vrtci, znamenita Britanska tržnica, javni prevoz in vse storitve, potrebne za udoben mestni življenjski slog.To stanovanje je idealna izbira za strokovnjake, pare, diplomate, izseljence ali kogar koli, ki išče eleganten dom na vrhunski centralni lokaciji v Zagrebu, hkrati pa uživa mir, zasebnost in zelenje.Podrobnosti o nepremičnini:Lokacija: Zagreb, Britanski TrgBivalna površina: 60 m²Nadstropje: 2.Razporeditev: Dvosobno stanovanjeBalkonZasebna garaža za eno voziloPopolnoma prenovljeno leta 2025Popolnoma opremljenoCentralno plinsko ogrevanjeKlimatska napravaZa dodatne informacije ali dogovor za ogled nas prosimo kontaktirajte.... Več na eurovilla.hr, ID: 554924",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-kukuljeviceva-stanovanje_7372338/
7361778,"TUSKANAC, NAZOROVA",Stanovanje,2-sobno,2.0,1200.0,EUR,55.0,,,"55 m2, 2-sobno, oddamo. Cena: 1.200,00 EUR/mes","Nazorova - ena izmed najlepših ulic v Zagrebu, z lahko dostopnostjo do priljubljenega ""Britanca"" in vse potrebne infrastrukture za življenje.Oddaja se stanovanje velikosti 55 m2, v mansardi čudovite vile z dvigalom.Stanovanje obsega predsobo, kopalnico, dnevno sobo in dve ločeni spalnici, od katerih ima ena dostop do balkona s čudovitim pogledom na zelenje.Za več informacij smo vam na voljo.... Več na eurovilla.hr, ID: 667950",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-nazorova-stanovanje_7361778/
7375962,"TUSKANAC, NAZOROVA",Stanovanje,2-sobno,2.0,1500.0,EUR,100.0,,,"100 m2, 2-sobno, oddamo. Cena: 1.500,00 EUR/mes","Zagreb, Tuškanac, Nazorova ulica, opremljeno dvosobno stanovanje z zaprto površino 90 m2 v pritličju stare vile.Sestavljeno je iz predsobe, dnevne sobe s kuhinjo in jedilnico, ki se odpira na teraso in vrt, glavne spalnice s kopalnico, prostorne spalnice z vgradnimi omarami, orientirane na zahodno dvorišče in vrt, kopalnice s tušem in kadjo ter shrambe velikosti 8 m2 (4 m2). Možnost parkiranja dveh vozil na dvorišču stavbe.Popolnoma prenovljeno in opremljeno, plinsko centralno ogrevanje, talno gretje v kopalnicah, nov Bosch bojler, Smeg aparati v kuhinji, Daikin klimatska naprava v vseh prostorih, alarm, video nadzor, višina stropa 3,20 m, PVC stavbno pohištvo.Izjemno udobno in svetlo stanovanje v bližini Britanskega trga in vseh pomembnih vsebin.Za vsa ostala vprašanja smo vam na voljo.... Več na eurovilla.hr, ID: 257459",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-nazorova-stanovanje_7375962/
7367565,"TUSKANAC, NAZOROVA",Stanovanje,3-sobno,3.0,4900.0,EUR,198.0,,,"198 m2, 3-sobno, oddamo. Cena: 4.900,00 EUR/mes","Britanski trg, luksuzna, popolnoma prenovljena avstro-ogrska vila leta 2025, najvišja kakovost gradnje, najboljši materiali uporabljeni pri prenovi, ki je zajela celotno stavbo znotraj in zunaj.Popolnoma opremljeno in vrhunsko opremljeno štirisobno stanovanje v pritličju, ki se razprostira po celotni etaži in ponuja edinstven občutek razkošja in zasebnosti. Zaprti bivalni prostor obsega 177,67 m².Sestoji iz prostornega predprostora z vgradnimi omarami, osupljive glavne spalnice z garderobno omaro, kopalnice z zasebnim spa predelom in finsko savno, dveh dodatnih spalnic, kopalnice, utilityja, stranišča za goste ter odprtega dnevnega prostora, kuhinje in jedilnice z izhodom na čudovito nepokrito teraso velikosti 46 m²(11) in vrt 30 m² (3). Razporeditev je odlična, vsak centimeter prostora je skrbno zasnovan in premišljeno načrtovan.Stanovanje je opremljeno po najvišjih standardih, ki so na voljo na trgu:Talno gretjeMitsubishi klimatske naprave v vsaki sobi, plus dodatna stropna enotaPametni dom KNX sistemTalne obloge: Chevron Timeless parket, italijanska prvovrstna keramika (Tagina, Laminan, 41zero42)Osvetlitev: vgradna 9010 Biffi Luce, dekorativna razsvetljava Tooy in BoverSanitarna oprema: Fantini, Efeppi, Artceram in ColaveneTapete: Afreschi&Afreschi, Studio co, Instabile Lab, Orac letveBora indukcijska kuhalna plošča z vgrajeno napoMiele pomivalni strojBosch dvojni hladilnik in pečicaStanovanju pripadata dve parkirni mesti, vsako opremljeno s polnilno postajo za električna vozila. Orientacija: sever-jug-vzhod. Le nekaj korakov stran od Britanskega trga.Za vse dodatne informacije nas prosim kontaktirajte.... Več na eurovilla.hr, ID: 153854",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-nazorova-stanovanje_7367565/
7326561,"TUSKANAC, PANTOVČAK",Stanovanje,2-sobno,2.0,1300.0,EUR,99.0,,,"99 m2, 2-sobno, oddamo. Cena: 1.300,00 EUR/mes","Pantovčak, dvosobno stanovanje s površino 99 m2, z velikim pokritim balkonom in pogledom na gozd. Nahaja se v visokem pritličju, vendar glede na dominantno lego stavbe in konfiguracijo terena, je v višini 1. nadstropja. V dobro vzdrževani, novejši stavbi (cca. 20 let).Stanovanje obsega predsobo, garderobo, WC za goste, veliko dnevno sobo, kuhinjo in jedilnico z odprtim tlorisom z izhodom na prostoren pokrit balkon, spalnico, delovno sobo (ki je lahko tudi druga spalnica) in kopalnico.Oddaja se opremljeno.Ogrevanje je plinsko, števci za elektriko in plin so ločeni (stroški po porabi). Klimatizirano. Popolnoma opremljena kuhinja, pralni stroj itd. Dobra toplotna izolacija in zaščita pred insekti je zagotovljena z zunanjim PVC stavbnim pohištvom z dvoslojnim steklom in komarniki.Odlična lokacija, umaknjena od glavne ceste, blizu šol, vrtcev (Montessori), javnega prevoza, 10 minut hoje do Britanskega trga.Ostale informacije na zahtevo.... Več na eurovilla.hr, ID: 988588",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-pantovcak-stanovanje_7326561/
7285154,"TUSKANAC, PANTOVČAK",Stanovanje,2-sobno,2.0,1200.0,EUR,102.0,,,"102 m2, 2-sobno, oddamo. Cena: 1.200,00 EUR/mes","Zagreb, Bosanska ulica, trisobno stanovanje v mansardi, površina 102m2. Sestoji iz predprostora, dveh spalnic, odprte dnevne sobe s kuhinjo in jedilnico, kopalnice, stranišča in garderobe. Stanovanje ima tudi dve manjši galeriji, ki se lahko uporabljata kot shramba.Stavba, v kateri se nahaja stanovanje, je zelo urejena in dobro vzdrževana ter v lepem okolju. Stanovanje je popolnoma opremljeno.Odlična lokacija, ena minuta od Ilice in Britanskega trga, vendar v mirnem okolju. Vsa infrastruktura v neposredni bližini.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 547233",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-pantovcak-stanovanje_7285154/
7380376,"TUSKANAC, PANTOVČAK",Stanovanje,3-sobno,3.0,3500.0,EUR,128.0,,,"128 m2, 3-sobno, oddamo. Cena: 3.500,00 EUR/mes","Zagreb, Pantovčak, na eni najprestižnejših stanovanjskih lokacij v Zagrebu, v mirnem in zelenem okolju Pantovčaka, se oddaja luksuzno štirisobno stanovanje s skupno neto uporabno površino 128,27 m². Vključuje notranjo bivalno površino 106,82 m², teraso 21,45 m², zasebni vrt 85,14 m², garažo 19,80 m² in zunanje parkirno mesto 13,50 m².Sestoji iz predsobe, dveh garderobnih sob, utility sobe, kuhinje s shrambo, prostorne dnevne sobe z jedilnico in izhodom na teraso in vrt, hodnika, stranišča za goste, treh spalnic in treh modernih kopalnic.Posebno vrednost nepremičnine predstavlja vrhunska raven opreme in izvedbe. Stanovanje je opremljeno z zunanjim stavbnim pohištvom Schüco, sistemom Gira Smart Home, alarmnim sistemom, talnim gretjem preko toplotne črpalke in klimatsko napravo v vseh prostorih, kar zagotavlja maksimalno udobje skozi celo leto. Notranjost dodatno poudarjajo hrastovi parketi, kakovostna keramika in skrbno izbrani zaključni materiali.Moderna kuhinja je opremljena z vgradnimi aparati Bosch in vinsko vitrino, kar zagotavlja visoko raven funkcionalnosti in vsakodnevnega udobja.Oprema in značilnostiZunanje stavbno pohištvo Schüco s troslojnim izolacijskim steklomSistem Gira Smart HomeTalno gretje preko toplotne črpalkeKlimatska naprava v vseh prostorihHrastovi parketiVgradni gospodinjski aparati BoschVinska vitrinaTri spalniceTri kopalnice in stranišče za gosteDve garderobni sobiUtility soba in shramba ob kuhinjiGaraža in zunanje parkirno mestoVideo nadzorAlarmni sistemPantovčak je ena najprestižnejših stanovanjskih lokacij v Zagrebu, znana po svojem miru, zelenju in visoki kakovosti bivanja. V neposredni bližini so mednarodne šole, diplomatska predstavništva, javni prevoz in vsi objekti, potrebni za prijetno vsakdanje življenje, z odličnimi prometnimi povezavami do centra mesta.Za vsa vprašanja in informacije nas prosimo kontaktirajte.... Več na eurovilla.hr, ID: 906598",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-pantovcak-stanovanje_7380376/
7282616,"TUSKANAC, PANTOVČAK",Stanovanje,3-sobno,3.0,2500.0,EUR,163.0,,,"163 m2, 3-sobno, oddamo. Cena: 2.500,00 EUR/mes","Zagreb, Pantovčak, štirisobno stanovanje s površino 163 m2, ki se nahaja v drugem nadstropju vzdrževane stavbe v ulici Vale Vouka.Sestavljeno je iz predprostora, prostornega dnevnega prostora s kuhinjo, jedilnico in dostopom do čudovite terase s pogledom na zelenje, dodatnega balkona, treh spalnic, od katerih je ena glavna spalnica z lastno kopalnico, ter še ene kopalnice. Stanovanje se oddaja opremljeno.Odlikujejo ga izjemno visoki stropi, rustikalna oprema in obilo dnevne svetlobe.Pripadajo mu garaža, shramba in dodatno zunanje parkirno mesto.Za dodatna vprašanja smo vam na voljo.... Več na eurovilla.hr, ID: 226037",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-pantovcak-stanovanje_7282616/
7286145,"TUSKANAC, PANTOVČAK",Stanovanje,3-sobno,3.0,2300.0,EUR,170.0,,,"170 m2, 3-sobno, oddamo. Cena: 2.300,00 EUR/mes","Pantovčak, čudovito urejeno štirisobno stanovanje 163 m2 z jugovzhodno pokrito teraso in garažo. Skupna obračunska površina 170m2. Novo zgrajena stavba (2005) ni bila poškodovana v potresu. Sestoji iz prostorne dnevne sobe s kuhinjo, jedilnico in teraso, WC-ja, 3 udobnih spalnic, ogromne kopalnice z masažno kadjo in tušem ter garderobne omare. Višina stropa 3m. Varnostna vrata, alarm, vse klimatizirane sobe, plinsko centralno ogrevanje. Popolnoma opremljeno. Kuhinja z vsemi aparati, pohištvo Molteni, vinski hladilnik, novi televizorji. Izjemno mirna lokacija, lep pogled na gozd, orientacija vzhod-jug. Odlična soseska. Ostale informacije na povpraševanje.... Več na eurovilla.hr, ID: 848350",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-pantovcak-stanovanje_7286145/
7126933,"TUSKANAC, PANTOVČAK",Stanovanje,3-sobno,3.0,2500.0,EUR,200.0,,,"200 m2, 3-sobno, oddamo. Cena: 2.500,00 EUR/mes","PantovÄŤak, trosobno stanovanje 200 m2 v pritliÄŤju na stanovanjski lokaciji v blizini Britanskega trga z enim parkirnim mestom v garaĹľi. Sestavljeno je iz predsobe, WC-ja za goste, garderobe ali delovne sobe, jedilnice s kuhinjo, dnevne sobe, treh spalnic, dveh kopalnic (kad, tus), dveh teras in enega balkona. Popolnoma urejeno in opremljeno. Idealno za druzinsko zivljenje v blizini vseh potrebnih objektov. Oaza v miru PantovÄŤaka, 3 minute hoje od tramvajske cone. Ostale informacije na povprasevanje.... Več na eurovilla.hr, ID: 146186",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-pantovcak-stanovanje_7126933/
7126973,"TUSKANAC, PANTOVČAK",Stanovanje,3-sobno,3.0,3850.0,EUR,238.0,,,"238 m2, 3-sobno, oddamo. Cena: 3.850,00 EUR/mes","Pantovcak, urejeno in opremljeno trosobno stanovanje v izmeri 238 m2, ki se nahaja v pritliÄ?ju vile zgrajene leta 1893, v celoti prenovljene leta 2010.Sestoji iz:Zgornja etaza: prostorna dnevna soba z izhodom na teraso, ki vodi na vrt, kjer je zar, jedilnica, kuhinja, WC za goste, dve spalnici, soba za sluzkinjo in dve kopalnici.Spodnja etaza: gostilna s kuhinjo, vinoteka, savna, pralnica.Cudovit pogled na mesto. Orientacija jug-vzhod-zahod. Odlicna visina stropa, mojstrsko grajena vila. Alarm, klima, centralno ogrevanje na plin. Stanovanju pripadata dve parkirni mesti. Ostale informacije na povprasevanje.... Več na eurovilla.hr, ID: 975260",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-pantovcak-stanovanje_7126973/
7285100,"TUSKANAC, PANTOVČAK",Stanovanje,3-sobno,3.0,4200.0,EUR,280.0,,,"280 m2, 3-sobno, oddamo. Cena: 4.200,00 EUR/mes","Pantovčak, luksuzno dvonadstropno stanovanje v urbani vili, z zaprto površino 280m2 z velikimi terasami, garažo in dvema zunanjima parkirnima mestoma.Prvo nadstropje obsega: prostorno dnevno sobo s kuhinjo in jedilnico ter stranišče za goste.Drugo nadstropje vsebuje tri spalnice in dve kopalnici.Vila je izjemno kakovostne gradnje, opremljena z vrhunskimi materiali; mizarstvo, talno gretje, troslojni hrastov parket, sanitarna keramika in keramika prvega razreda. Višina stropa 330 cm.Ostale informacije na povpraševanje.... Več na eurovilla.hr, ID: 656143",Mesto Zagreb,VSE,Zagreb-mesto,Tuskanac,https://www.nepremicnine.net/oglasi-oddaja/tuskanac-pantovcak-stanovanje_7285100/
